sub,date,nTrials,nRightTrials,nLeftTrials,Perf,probeID,probeType,regions,nUnits
480133,20210103,540,309,227,53.39805825,"['19011112282', '19011112522', '18005107812', '18005107871']","['neuropixels 2.0 - MS', 'neuropixels 2.0 - MS', 'neuropixels 1.0 - 3B', 'neuropixels 1.0 - 3B']",['left ECT' 'right ECT' 'left Midbrain' 'right Midbrain'],"[228, 342, 144, 374]"
480133,20210104,610,385,251,47.53246753,"['19011112282', '19011112522', '18005107812', '18005107871']","['neuropixels 2.0 - MS', 'neuropixels 2.0 - MS', 'neuropixels 1.0 - 3B', 'neuropixels 1.0 - 3B']",['left BLA' 'right BLA' 'left Midbrain' 'right Midbrain'],"[230, 199, 225, 259]"
480134,20210106,560,371,184,21.29380054,"['18408406312', '18005107871', '18005117122', '18194809181']","['neuropixels 1.0 - 3B', 'neuropixels 1.0 - 3B', 'neuropixels 1.0 - 3B', 'neuropixels 1.0 - 3B']",['left ECT' 'right ECT' 'right Midbrain' 'left Striatum'],"[289, 385, 261, 263]"
480134,20210107,500,357,189,62.18487395,"['18408406312', '18005107871', '18005117122', '18194809181']","['neuropixels 1.0 - 3B', 'neuropixels 1.0 - 3B', 'neuropixels 1.0 - 3B', 'neuropixels 1.0 - 3B']",['left ECT' 'right ECT' 'right Midbrain' 'left Striatum'],"[340, 123, 284, 298]"
480134,20210108,520,368,150,70.92391304,"['18408406312', '18408406182', '18005107871', '18194809181']","['neuropixels 1.0 - 3B', 'neuropixels 1.0 - 3B', 'neuropixels 1.0 - 3B', 'neuropixels 1.0 - 3B']",['left ECT' 'right Striatum' 'right Midbrain' 'left Striatum'],"[455, 373, 276, 404]"
480134,20210110,720,456,164,47.80701754,"['19011112282', '19011112522', '19011111612', '19011111142']","['neuropixels 2.0 - MS', 'neuropixels 2.0 - MS', 'neuropixels 2.0 - MS', 'neuropixels 2.0 - MS']",['left ALM' 'right ALM' 'left BLA' 'right BLA'],"[239, 241, 153, 337]"
480134,20210111,540,395,144,44.55696203,"['19011112282', '19011112522', '19011111612', '19011111142']","['neuropixels 2.0 - MS', 'neuropixels 2.0 - MS', 'neuropixels 2.0 - MS', 'neuropixels 2.0 - MS']",['left ALM' 'right ALM' 'left BLA' 'right BLA'],"[309, 199, 156, 182]"
480134,20210112,624,393,191,59.79643766,"['18005117122', '18408406312', '18194809181', '18005107871']","['neuropixels 1.0 - 3B', 'neuropixels 1.0 - 3B', 'neuropixels 1.0 - 3B', 'neuropixels 1.0 - 3B']",['right ALM' 'left Thalamus' 'right Thalamus'],"[323, 932, 356]"
480134,20210113,680,415,168,62.65060241,"['18005107812', '18005117122', '18408406312', '18194809181', '18005107871']","['neuropixels 1.0 - 3B', 'neuropixels 1.0 - 3B', 'neuropixels 1.0 - 3B', 'neuropixels 1.0 - 3B', 'neuropixels 1.0 - 3B']",['left ALM' 'right ALM' 'left Thalamus' 'right Thalamus'],"[348, 214, 839, 315]"
480135,20210225,540,405,193,53.58024691,"['18194822541', '18005107812', '19011111612', '19011111142']","['neuropixels 1.0 - 3B', 'neuropixels 1.0 - 3B', 'neuropixels 2.0 - MS', 'neuropixels 2.0 - MS']",['left ALM' 'right ALM' 'left Thalamus' 'right Thalamus'],"[495, 332, 307, 314]"
480135,20210226,500,374,170,61.4973262,"['18194822541', '18005107812', '19011111612', '19011111142']","['neuropixels 1.0 - 3B', 'neuropixels 1.0 - 3B', 'neuropixels 2.0 - MS', 'neuropixels 2.0 - MS']",['left ALM' 'right ALM' 'left Thalamus' 'right Thalamus'],"[486, 402, 400, 416]"
480135,20210227,520,352,190,57.67045455,"['18194822541', '18005107812', '19011111612', '19011111142']","['neuropixels 1.0 - 3B', 'neuropixels 1.0 - 3B', 'neuropixels 2.0 - MS', 'neuropixels 2.0 - MS']",['left ALM' 'right ALM' 'left Thalamus' 'right Thalamus'],"[341, 442, 334, 384]"
480135,20210301,500,368,203,72.2826087,"['18194822541', '18005107812', '19011111142', '19011111612']","['neuropixels 1.0 - 3B', 'neuropixels 1.0 - 3B', 'neuropixels 2.0 - MS', 'neuropixels 2.0 - MS']",['left ALM' 'right ALM' 'left Midbrain' 'left Striatum'],"[292, 321, 182, 177]"
480135,20210302,550,374,197,63.36898396,"['18194822541', '18005107812', '19011111142', '19011111612']","['neuropixels 1.0 - 3B', 'neuropixels 1.0 - 3B', 'neuropixels 2.0 - MS', 'neuropixels 2.0 - MS']",['left ALM' 'right ALM' 'left Midbrain' 'left Striatum'],"[271, 377, 134, 211]"
480135,20210303,500,351,221,45.01424501,"['18005107442', '18005107812', '19011111612', '19011111142']","['neuropixels 1.0 - 3B', 'neuropixels 1.0 - 3B', 'neuropixels 2.0 - MS', 'neuropixels 2.0 - MS']",['left ALM' 'right ALM' 'right Striatum' 'right Midbrain'],"[219, 156, 143, 127]"
480135,20210304,560,424,187,59.66981132,"['18005107442', '19011111612', '19011111142']","['neuropixels 1.0 - 3B', 'neuropixels 2.0 - MS', 'neuropixels 2.0 - MS']",['right Striatum' 'right Midbrain'],"[422, 118]"
480927,20210218,330,268,85,62.31343284,"['18194822541', '18005123682', '18005107442', '18005123392']","['neuropixels 1.0 - 3B', 'neuropixels 1.0 - 3B', 'neuropixels 1.0 - 3B', 'neuropixels 1.0 - 3B']",['left ALM' 'left Thalamus' 'left Striatum' 'left Midbrain'],"[326, 375, 347, 395]"
480927,20210219,460,322,109,52.17391304,"['19011111614', '18005123392', '18005107442']","['neuropixels 2.0 - SS', 'neuropixels 1.0 - 3B', 'neuropixels 1.0 - 3B']",['left ALM' 'left Thalamus' 'left ECT'],"[180, 364, 488]"
480927,20210220,381,292,135,39.7260274,"['19011111614', '18005107442', '18005123392', '18005123682']","['neuropixels 2.0 - SS', 'neuropixels 1.0 - 3B', 'neuropixels 1.0 - 3B', 'neuropixels 1.0 - 3B']",['left ALM' 'left Thalamus' 'left ECT' 'left Midbrain'],"[170, 340, 460, 304]"
480927,20210221,600,288,136,71.875,"['19011111614', '18005123392', '18005107442', '18005123682']","['neuropixels 2.0 - SS', 'neuropixels 1.0 - 3B', 'neuropixels 1.0 - 3B', 'neuropixels 1.0 - 3B']",['left ALM' 'left Thalamus' 'left ECT' 'left Midbrain'],"[286, 459, 479, 370]"
480927,20210222,580,284,181,73.94366197,"['19011111614', '18005107442', '18005123392']","['neuropixels 2.0 - SS', 'neuropixels 1.0 - 3B', 'neuropixels 1.0 - 3B']",['left ALM' 'left BLA' 'left Midbrain'],"[151, 388, 309]"
480927,20210223,580,291,167,89.34707904,"['18005107442', '19011111614', '18005123392']","['neuropixels 1.0 - 3B', 'neuropixels 2.0 - SS', 'neuropixels 1.0 - 3B']",['right Thalamus' 'right ALM' 'right Midbrain'],"[38, 105, 550]"
480927,20210224,520,287,141,83.62369338,"['18005123392', '18005107442', '18005123682', '19011111614']","['neuropixels 1.0 - 3B', 'neuropixels 1.0 - 3B', 'neuropixels 1.0 - 3B', 'neuropixels 2.0 - SS']",['right Thalamus' 'right ALM' 'right Midbrain' 'right Striatum'],"[164, 429, 518, 251]"
480927,20210225,561,359,127,84.95821727,"['18005123392', '18005107442', '18005123682', '19011111614']","['neuropixels 1.0 - 3B', 'neuropixels 1.0 - 3B', 'neuropixels 1.0 - 3B', 'neuropixels 2.0 - SS']",['right Thalamus' 'right ALM' 'right Midbrain' 'right Striatum'],"[160, 201, 331, 302]"
480927,20210226,570,324,129,89.19753086,"['18005123392', '18005107442', '18005123682', '19011111614']","['neuropixels 1.0 - 3B', 'neuropixels 1.0 - 3B', 'neuropixels 1.0 - 3B', 'neuropixels 2.0 - SS']",['right Thalamus' 'right ALM' 'right Midbrain' 'right Striatum'],"[316, 277, 278, 419]"
480927,20210228,650,329,145,89.36170213,"['19011111614', '19011111612', '19011111142']","['neuropixels 2.0 - SS', 'neuropixels 2.0 - MS', 'neuropixels 2.0 - MS']",['right Striatum' 'left Midbrain' 'left Striatum'],"[216, 130, 189]"
480928,20210121,520,319,150,50.78369906,"['18194822541', '18005107442', '18005123682', '18005123392']","['neuropixels 1.0 - 3B', 'neuropixels 1.0 - 3B', 'neuropixels 1.0 - 3B', 'neuropixels 1.0 - 3B']",['left Striatum' 'right Striatum' 'left Midbrain' 'right Midbrain'],"[342, 350, 281, 330]"
480928,20210122,625,373,194,27.07774799,"['18194822541', '18005107442', '18005123682', '18005123392']","['neuropixels 1.0 - 3B', 'neuropixels 1.0 - 3B', 'neuropixels 1.0 - 3B', 'neuropixels 1.0 - 3B']",['left Striatum' 'right Striatum' 'left Midbrain' 'right Midbrain'],"[369, 314, 350, 289]"
480928,20210123,600,353,163,37.67705382,"['18194822541', '18005107442', '18005123682', '18005123392']","['neuropixels 1.0 - 3B', 'neuropixels 1.0 - 3B', 'neuropixels 1.0 - 3B', 'neuropixels 1.0 - 3B']",['left Striatum' 'right Striatum' 'left Midbrain' 'right Midbrain'],"[344, 279, 207, 264]"
480928,20210125,601,398,222,17.33668342,"['18194822541', '18005107442', '18408406312', '18194809181', '18005123392']","['neuropixels 1.0 - 3B', 'neuropixels 1.0 - 3B', 'neuropixels 1.0 - 3B', 'neuropixels 1.0 - 3B', 'neuropixels 1.0 - 3B']",['left ALM' 'right ALM' 'left Thalamus' 'right Thalamus'],"[213, 349, 778, 410]"
480928,20210126,540,372,201,51.34408602,"['18194822541', '18005123392', '18408406312', '18194809181']","['neuropixels 1.0 - 3B', 'neuropixels 1.0 - 3B', 'neuropixels 1.0 - 3B', 'neuropixels 1.0 - 3B']",['left ALM' 'left Thalamus' 'right Thalamus'],"[273, 515, 803]"
480928,20210127,504,316,127,46.83544304,"['18194822541', '18005107442', '18005123392', '18408406312', '18194809181']","['neuropixels 1.0 - 3B', 'neuropixels 1.0 - 3B', 'neuropixels 1.0 - 3B', 'neuropixels 1.0 - 3B', 'neuropixels 1.0 - 3B']",['left ALM' 'right ALM' 'left Thalamus' 'right Thalamus'],"[390, 275, 406, 841]"
480928,20210128,620,454,224,36.34361233,"['18005107442', '18194822541', '18005123392', '18408406312', '18194809181']","['neuropixels 1.0 - 3B', 'neuropixels 1.0 - 3B', 'neuropixels 1.0 - 3B', 'neuropixels 1.0 - 3B', 'neuropixels 1.0 - 3B']",['left ALM' 'right ALM' 'left Thalamus' 'right Thalamus'],"[411, 472, 504, 890]"
480928,20210129,700,413,251,31.23486683,"['18005107442', '18194822541', '18194809181', '18408406312', '18005123392']","['neuropixels 1.0 - 3B', 'neuropixels 1.0 - 3B', 'neuropixels 1.0 - 3B', 'neuropixels 1.0 - 3B', 'neuropixels 1.0 - 3B']",['left ALM' 'right ALM' 'left Thalamus' 'right Thalamus'],"[340, 299, 940, 434]"
480928,20210130,580,354,191,19.7740113,"['18005107442', '18194822541', '19011112282', '19011112522']","['neuropixels 1.0 - 3B', 'neuropixels 1.0 - 3B', 'neuropixels 2.0 - MS', 'neuropixels 2.0 - MS']",['left ALM' 'right ALM' 'left BLA' 'right BLA'],"[511, 548, 318, 213]"
484672,20210318,465,325,253,32.92307692,"['19122511894', '19011111614', '19011111612', '19011111142']","['neuropixels 2.0 - SS', 'neuropixels 2.0 - SS', 'neuropixels 2.0 - MS', 'neuropixels 2.0 - MS']",['left ECT' 'left ALM' 'left Midbrain' 'left Striatum'],"[121, 47, 185, 163]"
484672,20210319,600,449,337,35.63474388,"['18005123392', '18005123682', '18194809181', '18408406312']","['neuropixels 1.0 - 3B', 'neuropixels 1.0 - 3B', 'neuropixels 1.0 - 3B', 'neuropixels 1.0 - 3B']",['left ECT' 'left Midbrain' 'left Striatum'],"[285, 379, 447]"
484672,20210321,500,333,188,49.84984985,"['19011111614', '19122511894', '19011111612', '19011111142']","['neuropixels 2.0 - SS', 'neuropixels 2.0 - SS', 'neuropixels 2.0 - MS', 'neuropixels 2.0 - MS']",['right ALM' 'right ECT' 'right Striatum' 'right Midbrain'],"[97, 45, 134, 115]"
484672,20210322,570,381,249,70.86614173,"['19011111614', '19122511894', '19011111612', '19011111142']","['neuropixels 2.0 - SS', 'neuropixels 2.0 - SS', 'neuropixels 2.0 - MS', 'neuropixels 2.0 - MS']",['right ALM' 'right ECT' 'right Striatum' 'right Midbrain'],"[127, 294, 199, 98]"
484672,20210323,470,309,189,68.28478964,"['19011111614', '19122511894', '19011111612', '19011111142']","['neuropixels 2.0 - SS', 'neuropixels 2.0 - SS', 'neuropixels 2.0 - MS', 'neuropixels 2.0 - MS']",['left Striatum' 'right ALM' 'left Thalamus' 'right Thalamus'],"[124, 104, 376, 374]"
484672,20210324,642,395,274,67.59493671,"['19122511894', '19011116163', '19011119751']","['neuropixels 2.0 - SS', 'neuropixels 2.0 - MS', 'neuropixels 2.0 - MS']",['right ALM' 'left Thalamus' 'right Thalamus'],"[106, 232, 245]"
484673,20210427,440,378,168,84.92063492,"['19122511894', '18194809181', '18408406312', '19122516691', '18005123682']","['neuropixels 2.0 - SS', 'neuropixels 1.0 - 3B', 'neuropixels 1.0 - 3B', 'neuropixels 2.0 - MS', 'neuropixels 1.0 - 3B']",['left ALM' 'left Thalamus' 'left ECT' 'left Midbrain'],"[150, 772, 126, 223]"
484673,20210428,560,368,179,92.93478261,"['19122511894', '19122516691', '19011111614', '18005123682']","['neuropixels 2.0 - SS', 'neuropixels 2.0 - MS', 'neuropixels 2.0 - SS', 'neuropixels 1.0 - 3B']",['left ALM' 'left Thalamus' 'left ECT' 'left Midbrain'],"[279, 433, 262, 267]"
484673,20210429,530,371,179,90.56603774,"['19011111614', '19122505854', '19122511894', '18005123682']","['neuropixels 2.0 - SS', 'neuropixels 2.0 - SS', 'neuropixels 2.0 - SS', 'neuropixels 1.0 - 3B']",['left ALM' 'left Thalamus' 'left ECT' 'left Midbrain'],"[213, 214, 287, 341]"
484673,20210430,500,420,196,78.80952381,"['19011111614', '18408406312', '18194809181', '19122511894', '18005123682']","['neuropixels 2.0 - SS', 'neuropixels 1.0 - 3B', 'neuropixels 1.0 - 3B', 'neuropixels 2.0 - SS', 'neuropixels 1.0 - 3B']",['left ALM' 'left Thalamus' 'left BLA' 'left Midbrain'],"[160, 639, 175, 350]"
484673,20210504,660,416,197,89.90384615,"['19122505854', '19122511894', '18005123682', '19011111614']","['neuropixels 2.0 - SS', 'neuropixels 2.0 - SS', 'neuropixels 1.0 - 3B', 'neuropixels 2.0 - SS']",['right Striatum' 'right ALM' 'right Midbrain' 'right ECT'],"[230, 254, 305, 49]"
484673,20210505,690,469,188,91.89765458,"['19122505854', '19122511894', '18005123682', '19011111614']","['neuropixels 2.0 - SS', 'neuropixels 2.0 - SS', 'neuropixels 1.0 - 3B', 'neuropixels 2.0 - SS']",['right Striatum' 'right ALM' 'right Midbrain' 'right ECT'],"[91, 108, 490, 81]"
484673,20210506,680,492,199,89.63414634,"['19011119702', '19122511894', '18005123682', '19011111614']","['neuropixels 2.0 - MS', 'neuropixels 2.0 - SS', 'neuropixels 1.0 - 3B', 'neuropixels 2.0 - SS']",['right Striatum' 'right ALM' 'right Midbrain' 'right ECT'],"[84, 225, 416, 154]"
484673,20210507,730,530,283,94.71698113,"['19011119702', '19122511894', '18194809181', '18408406312', '19122505854']","['neuropixels 2.0 - MS', 'neuropixels 2.0 - SS', 'neuropixels 1.0 - 3B', 'neuropixels 1.0 - 3B', 'neuropixels 2.0 - SS']",['left Striatum' 'right ALM' 'right Thalamus' 'right BLA'],"[58, 190, 859, 145]"
484673,20210508,660,448,235,93.97321429,"['19011119702', '19011111614', '18005123682', '19122505354']","['neuropixels 2.0 - MS', 'neuropixels 2.0 - SS', 'neuropixels 1.0 - 3B', 'neuropixels 2.0 - SS']",['left Striatum' 'right ALM' 'right Thalamus' 'right BLA'],"[57, 263, 361, 256]"
484674,20210504,620,359,184,93.31476323,"['19122505854', '19122511894', '18005123682', '19011111614']","['neuropixels 2.0 - SS', 'neuropixels 2.0 - SS', 'neuropixels 1.0 - 3B', 'neuropixels 2.0 - SS']",['right Striatum' 'right ALM' 'right Midbrain' 'right ECT'],"[155, 139, 378, 119]"
484674,20210505,660,389,186,91.00257069,"['19122505854', '19122511894', '18005123682', '19011111614']","['neuropixels 2.0 - SS', 'neuropixels 2.0 - SS', 'neuropixels 1.0 - 3B', 'neuropixels 2.0 - SS']",['right Striatum' 'right ALM' 'right Midbrain' 'right ECT'],"[61, 233, 292, 120]"
484674,20210506,545,313,151,88.17891374,"['19122505854', '19122511894', '18005123682', '19011111614']","['neuropixels 2.0 - SS', 'neuropixels 2.0 - SS', 'neuropixels 1.0 - 3B', 'neuropixels 2.0 - SS']",['right Striatum' 'right ALM' 'right Midbrain' 'right ECT'],"[246, 355, 308, 229]"
484674,20210507,530,333,199,78.07807808,"['19011111614', '18005123682']","['neuropixels 2.0 - SS', 'neuropixels 1.0 - 3B']",['right Striatum' 'right Thalamus'],"[152, 365]"
484674,20210509,510,326,200,86.50306748,"['19122505354', '19011111614', '18005123682', '18005123392']","['neuropixels 2.0 - SS', 'neuropixels 2.0 - SS', 'neuropixels 1.0 - 3B', 'neuropixels 1.0 - 3B']",['right Striatum' 'right ALM' 'right Thalamus' 'right BLA'],"[137, 174, 425, 186]"
484674,20210510,420,286,179,55.59440559,"['19122505354', '19011119702', '19011111614', '18005123682']","['neuropixels 2.0 - SS', 'neuropixels 2.0 - MS', 'neuropixels 2.0 - SS', 'neuropixels 1.0 - 3B']",['left ALM' 'left Striatum' 'left ECT' 'left Midbrain'],"[118, 126, 109, 338]"
484674,20210511,500,339,239,53.68731563,"['19122505354', '19011119702', '19011111614', '18005123682']","['neuropixels 2.0 - SS', 'neuropixels 2.0 - MS', 'neuropixels 2.0 - SS', 'neuropixels 1.0 - 3B']",['left ALM' 'left Striatum' 'left ECT' 'left Midbrain'],"[124, 95, 129, 331]"
484674,20210513,560,357,193,94.3977591,"['19011111614', '19011119702', '19122505354', '18005123682']","['neuropixels 2.0 - SS', 'neuropixels 2.0 - MS', 'neuropixels 2.0 - SS', 'neuropixels 1.0 - 3B']",['left ALM' 'left Thalamus' 'left BLA' 'left Midbrain'],"[130, 492, 118, 317]"
484674,20210514,600,433,263,91.45496536,"['19011111614', '18005123392', '19122505354', '18005123682']","['neuropixels 2.0 - SS', 'neuropixels 1.0 - 3B', 'neuropixels 2.0 - SS', 'neuropixels 1.0 - 3B']",['left ALM' 'left Thalamus' 'left BLA' 'left Midbrain'],"[60, 184, 156, 324]"
484675,20210318,425,255,126,33.33333333,"['19122511894', '19011111614', '19011111612', '19011111142']","['neuropixels 2.0 - SS', 'neuropixels 2.0 - SS', 'neuropixels 2.0 - MS', 'neuropixels 2.0 - MS']",['left ECT' 'left ALM' 'left Midbrain' 'left Striatum'],"[204, 178, 141, 149]"
484675,20210319,561,277,139,49.81949458,"['19122511894', '19011111614', '19011111612', '19011111142']","['neuropixels 2.0 - SS', 'neuropixels 2.0 - SS', 'neuropixels 2.0 - MS', 'neuropixels 2.0 - MS']",['left ECT' 'left ALM' 'left Midbrain' 'left Striatum'],"[240, 67, 135, 139]"
484675,20210320,565,349,267,52.72206304,"['19122511894', '19011111614', '19011111612', '19011111142']","['neuropixels 2.0 - SS', 'neuropixels 2.0 - SS', 'neuropixels 2.0 - MS', 'neuropixels 2.0 - MS']",['left ECT' 'left ALM' 'left Midbrain' 'left Thalamus'],"[339, 91, 117, 195]"
484675,20210322,500,284,191,58.8028169,"['19011111614', '19122511894', '19011111612', '19011111142']","['neuropixels 2.0 - SS', 'neuropixels 2.0 - SS', 'neuropixels 2.0 - MS', 'neuropixels 2.0 - MS']",['right ALM' 'right ECT' 'right Striatum' 'right Midbrain'],"[195, 115, 210, 129]"
484675,20210323,680,342,202,64.61988304,"['19011111614', '19122511894', '19011111612', '19011111142']","['neuropixels 2.0 - SS', 'neuropixels 2.0 - SS', 'neuropixels 2.0 - MS', 'neuropixels 2.0 - MS']",['right ALM' 'right ECT' 'right Striatum' 'right Midbrain'],"[188, 116, 185, 116]"
484675,20210324,505,330,235,29.39393939,"['19011111614', '19122511894', '19011116163']","['neuropixels 2.0 - SS', 'neuropixels 2.0 - SS', 'neuropixels 2.0 - MS']",['left ALM' 'right ALM' 'left Thalamus'],"[122, 110, 357]"
484676,20210413,550,389,192,90.23136247,"['19011111614', '19011116163', '18005123392', '18005123682']","['neuropixels 2.0 - SS', 'neuropixels 2.0 - MS', 'neuropixels 1.0 - 3B', 'neuropixels 1.0 - 3B']",['left ALM' 'left Striatum' 'left Midbrain' 'right Medulla'],"[290, 346, 332, 375]"
484676,20210414,620,407,210,90.41769042,"['19011111614', '19011116163', '18005123392', '18005123682']","['neuropixels 2.0 - SS', 'neuropixels 2.0 - MS', 'neuropixels 1.0 - 3B', 'neuropixels 1.0 - 3B']",['left ALM' 'left Striatum' 'left Midbrain' 'right Medulla'],"[330, 270, 247, 372]"
484676,20210415,550,379,178,89.18205805,"['19011111614', '19122511894', '18005123682', '18005123392']","['neuropixels 2.0 - SS', 'neuropixels 2.0 - SS', 'neuropixels 1.0 - 3B', 'neuropixels 1.0 - 3B']",['left ALM' 'left Striatum' 'left Midbrain' 'right Medulla'],"[148, 189, 275, 231]"
484676,20210416,680,450,245,84.22222222,"['19011111614', '19122511894', '18005123682', '18005123392']","['neuropixels 2.0 - SS', 'neuropixels 2.0 - SS', 'neuropixels 1.0 - 3B', 'neuropixels 1.0 - 3B']",['left ALM' 'left Striatum' 'left Midbrain' 'right Medulla'],"[190, 161, 209, 362]"
484676,20210419,600,350,178,86.85714286,"['19122511894', '19011111614', '18194809181', '18408406312', '18005123682']","['neuropixels 2.0 - SS', 'neuropixels 2.0 - SS', 'neuropixels 1.0 - 3B', 'neuropixels 1.0 - 3B', 'neuropixels 1.0 - 3B']",['right Striatum' 'right ALM' 'left Medulla' 'right Midbrain'],"[195, 184, 878, 205]"
484676,20210420,534,368,162,75.27173913,"['19122511894', '19011111614', '18194809181', '18408406312', '18005123682']","['neuropixels 2.0 - SS', 'neuropixels 2.0 - SS', 'neuropixels 1.0 - 3B', 'neuropixels 1.0 - 3B', 'neuropixels 1.0 - 3B']",['right Striatum' 'right ALM' 'left Medulla' 'right Midbrain'],"[189, 127, 826, 288]"
484676,20210421,640,406,172,78.81773399,"['19122511894', '19011111614', '18005123682', '18005123392']","['neuropixels 2.0 - SS', 'neuropixels 2.0 - SS', 'neuropixels 1.0 - 3B', 'neuropixels 1.0 - 3B']",['right Striatum' 'right ALM' 'left Medulla' 'right Midbrain'],"[179, 155, 367, 281]"
484677,20210413,700,451,306,84.4789357,"['19011111614', '19011116163', '18005123392', '18194809181', '18408406312']","['neuropixels 2.0 - SS', 'neuropixels 2.0 - MS', 'neuropixels 1.0 - 3B', 'neuropixels 1.0 - 3B', 'neuropixels 1.0 - 3B']",['left ALM' 'left Striatum' 'left Midbrain' 'right Medulla'],"[175, 164, 318, 1097]"
484677,20210414,580,370,278,69.72972973,"['19011111614', '19011116163', '18005123682', '18194809181', '18408406312']","['neuropixels 2.0 - SS', 'neuropixels 2.0 - MS', 'neuropixels 1.0 - 3B', 'neuropixels 1.0 - 3B', 'neuropixels 1.0 - 3B']",['left ALM' 'left Striatum' 'left Midbrain' 'right Medulla'],"[169, 175, 269, 610]"
484677,20210415,520,376,263,66.75531915,"['19011111614', '19122511894', '18005123682', '18005123392']","['neuropixels 2.0 - SS', 'neuropixels 2.0 - SS', 'neuropixels 1.0 - 3B', 'neuropixels 1.0 - 3B']",['left ALM' 'left Striatum' 'left Midbrain' 'right Medulla'],"[114, 134, 271, 434]"
484677,20210418,720,482,305,78.21576763,"['19122511894', '19011111614', '18194809181', '18408406312', '18005123682']","['neuropixels 2.0 - SS', 'neuropixels 2.0 - SS', 'neuropixels 1.0 - 3B', 'neuropixels 1.0 - 3B', 'neuropixels 1.0 - 3B']",['right Striatum' 'right ALM' 'left Medulla' 'right Midbrain'],"[198, 326, 933, 301]"
484677,20210419,480,318,159,66.66666667,"['19122511894', '19011111614', '18194809181', '18408406312', '18005123682']","['neuropixels 2.0 - SS', 'neuropixels 2.0 - SS', 'neuropixels 1.0 - 3B', 'neuropixels 1.0 - 3B', 'neuropixels 1.0 - 3B']",['right Striatum' 'right ALM' 'left Medulla' 'right Midbrain'],"[139, 244, 659, 286]"
484677,20210420,650,447,239,80.08948546,"['19122511894', '19011111614', '18194809181', '18408406312', '18005123682']","['neuropixels 2.0 - SS', 'neuropixels 2.0 - SS', 'neuropixels 1.0 - 3B', 'neuropixels 1.0 - 3B', 'neuropixels 1.0 - 3B']",['right Striatum' 'right ALM' 'left Medulla' 'right Midbrain'],"[110, 82, 659, 306]"
